cfips,lat,lon
1001,32.5084383,-86.658643
1009,33.9504976,-86.6349681
1017,32.89243790909091,-85.26448881818182
1021,32.840318117647065,-86.69751829411766
1033,34.71231083333334,-87.87335958333334
1045,31.431634399999997,-85.6185749
1051,32.6310096,-86.2041584
1065,32.73509825,-87.62390549999999
1079,34.577068600000004,-87.269914
1083,34.919216142857145,-86.94644100000001
1099,31.559549000000004,-87.38024562500003
1107,33.34060592307692,-88.13370392307692
1121,33.376838695652175,-86.10652626086956
2050,60.30272328242683,-164.22239238912147
2105,58.087130559663905,-135.2242292033613
2122,59.86591817142852,-151.69458028809524
2150,57.63456484205334,-153.73424634353412
2164,57.11159624507662,-157.51738805689283
2180,64.49147236154954,-165.82125998852237
2188,66.72491332249325,-161.7658469918698
2198,55.36648341911765,-132.77960712683813
5141,35.59256516666667,-92.57288458333333
5145,35.24994355,-91.6862885
6005,38.46161228571428,-120.58856942857145
6021,39.58589161538461,-122.39524553846152
6033,39.139091695652176,-122.78272704347829
6043,37.61821556521739,-119.97342247826089
6055,38.515505842105256,-122.27560863157896
6089,40.57957188461539,-122.33713196153846
6099,37.530099095238086,-121.0585414761905
6115,39.3888,-121.23879599999998
8003,37.53860257142857,-105.75546885714286
8013,39.94576587248323,-105.11171561912747
8014,39.96463492475728,-105.07408423422318
8025,38.253998888888894,-103.68931022222222
8031,39.677187762348595,-105.04709518452931
8035,39.328223571428566,-105.00625999999998
8047,39.86480438461539,-105.45303330769231
12083,29.234052321428567,-82.00889428571429
12087,25.002419725842685,-81.02733090786519
12095,28.577502818181816,-81.39835004545454
12111,27.364847611111113,-80.40737877777777
12119,28.671732090909096,-82.08530581818182
12125,30.002036714285712,-82.40736028571429
13001,31.77081536363637,-82.30316754545454
13013,33.98164977777778,-83.71243666666665
13029,31.941088944444445,-81.37705705555555
13043,32.35993277777778,-82.06067855555554
13055,34.47285328571429,-85.43430414285714
13059,33.96642683333334,-83.33877450000001
13071,31.180273999999997,-83.7567844
13079,32.7101091,-83.9021671
13091,32.1878781875,-83.1214869375
13107,32.55173931578948,-82.32416936842105
13113,33.385093125000004,-84.48665787499999
13123,34.681989,-84.48749645454546
8053,37.79354371428571,-107.32984314285714
8057,40.734106814814815,-106.39463525925925
8059,39.68040806454916,-105.0735070758197
8073,38.99591721428572,-103.53680785714286
8083,37.217310857142856,-108.77019466666668
8095,40.60381075,-102.20311387500001
8105,37.604778777777774,-106.52851655555554
8111,37.79590511111111,-107.70142400000002
8123,40.11144615693436,-104.9042420948905
9015,41.816142090909096,-72.02211442424242
12001,29.6522082631579,-82.32711194736844
12013,30.398070818181818,-85.17906036363637
12023,30.39898315,-82.60860965
12039,30.615388875000004,-84.6479065
12055,27.272434846153846,-81.20971453846154
12059,30.833699800000005,-85.7289861
12073,30.509101750000003,-84.16686341666667
2261,60.56848551152077,-146.90448660829497
2270,61.99532218456372,-164.58658328859062
4003,31.916588789473682,-109.30352236842104
4013,33.59358934285714,-112.03549742857142
5001,34.23330640909091,-91.36780768181819
5009,36.37896856249999,-93.0520264375
5019,34.11577090000001,-93.20670565
5029,35.22497250000001,-92.73987949999999
5043,33.63333036363636,-91.77129799999999
5051,34.64336178571428,-93.10800664285715
5061,34.06056584615384,-93.98548092307692
5071,35.53530684615385,-93.41347661538462
5085,34.81185758823529,-91.91759917647062
5097,34.50497883333333,-93.596466
5101,35.94478454545454,-93.24964436363638
5111,35.54043275,-90.622046375
5123,34.994311399999994,-90.83100680000003
5129,35.92382791666666,-92.64705583333334
13309,32.12991875,-82.72786841666667
13313,34.88264208333334,-84.92900379166666
13319,32.82724054545454,-83.16335609090908
15009,20.875053327137557,-156.63843525278813
16015,43.99406218518517,-115.54788099999999
16021,48.8738169090909,-116.5798862727273
16045,44.11866817647059,-116.39752011764705
16051,43.85687883333333,-112.19939666666666
16057,46.77245191666666,-116.73531758333333
16067,42.766638923076925,-113.67329246153847
16081,43.73506535294118,-111.11682935294118
17005,38.895362222222225,-89.47732377777778
17009,39.94048709090909,-90.66625745454546
17019,40.206321833333334,-88.28550700000001
17029,39.533806000000006,-88.21133588888888
17035,39.260575125,-88.28455124999999
17049,39.081354499999996,-88.5755444
17055,37.93710045454545,-88.90895527272727
17065,37.9988935,-88.5063023
18051,38.31217747058823,-87.61695388235295
18059,39.84481075,-85.81832966666667
18069,40.86126725,-85.46460099999999
18079,39.00088755555556,-85.65552522222224
18085,41.20033227272727,-85.86070099999999
18095,40.16601855555555,-85.7047641111111
18105,39.13831864285714,-86.50401242857143
18115,38.955557125000006,-84.958760875
18125,38.38358662500001,-87.27596925
18131,41.009101375,-86.73250375
18139,39.6233476,-85.46194890000001
18153,39.091329555555554,-87.52756450000001
18173,38.04831163157895,-87.28793942105263
18179,40.7330274,-85.2862108
18183,41.153354300000004,-85.5520806
19009,41.63064325,-94.894654625
19017,42.8011214,-92.3652286
19021,42.770269600000006,-95.10369139999999
19031,41.797241285714286,-91.16587214285714
19039,41.08410942857143,-93.83504085714286
17073,41.34764946666667,-90.08950820000001
17077,37.71405553333332,-89.44270279999999
17079,39.019284375,-88.15682587499998
17089,41.881871545454544,-88.3517659090909
17103,41.7050028,-89.37232739999999
17107,40.13174872727273,-89.33738654545455
17121,38.59931077777778,-88.99400511111111
17129,40.053313,-89.7921918
17139,39.626453833333336,-88.64392525
17145,38.115250142857136,-89.34072385714286
17155,41.19232933333333,-89.3449731111111
17169,40.144757416666664,-90.61265566666667
17175,41.1221788,-89.787225
17179,40.518079166666666,-89.54209833333334
17189,38.39925372727272,-89.43107845454547
17203,40.748022285714285,-89.1910532142857
18009,40.44176016666666,-85.28985383333331
18011,40.03791533333332,-86.37165355555557
18021,39.3585655,-87.10387025
18033,41.41822825,-84.85291274999999
13125,33.24895885714286,-82.61956842857144
13129,34.552994937499996,-84.9010359375
13131,30.831027999999996,-84.23313788888888
13139,34.29937353846154,-83.85231692307691
13157,34.11417411111111,-83.54541933333333
13169,32.992552714285715,-83.51090378571428
13175,32.48658975,-82.91838525
13187,34.583510727272724,-84.00149336363636
13197,32.3139553,-84.5477421
13201,31.15204114285714,-84.74493685714286
13217,33.54916688235294,-83.81316835294116
13225,32.55316125,-83.86175125000001
13233,34.01828911111111,-85.15402588888888
13243,31.764632818181816,-84.76689845454547
13253,30.951332562500006,-84.93531349999999
13265,33.60030338461539,-82.87643169230768
13277,31.449456111111108,-83.5042607777778
13285,33.071578333333335,-85.11086644444444
13293,32.86572872727273,-84.29511372727274
13303,32.996220230769225,-82.7724453076923
20027,39.32788825,-97.165368
20029,39.51929258333333,-97.60235833333333
20039,39.963433558823525,-100.45519223529409
20049,37.442355,-96.244153125
20065,39.29539749999999,-99.88459775000001
20075,38.00173194117647,-101.84125770588234
20085,39.48462522222223,-95.75019466666667
20095,37.50158155555555,-98.08687533333332
20105,39.080407533333336,-98.26479180000001
20115,38.3916834,-97.0754228
20127,38.709249416666665,-96.65971558333332
20135,38.46520311111111,-99.86768566666666
20145,38.18180475,-99.23624000000001
20155,37.9106701,-98.11794719999999
20163,39.295763125,-99.39287125
20173,37.673840142857145,-97.5899272857143
20185,37.99944555555555,-98.75343877777777
20195,38.94568942857143,-99.75558000000001
20203,38.45747433333333,-101.45598322222222
20205,37.53801250000001,-95.81602450000001
21183,37.490369375,-86.8187864375
21187,38.49992436363636,-84.84746518181818
21189,37.40071911111111,-83.66272855555556
21199,37.121761,-84.66253107142859
21209,38.29367493333333,-84.58446933333333
21219,36.73809823076923,-87.19797553846153
21229,37.7550741,-85.19725940000001
22001,30.278091999999997,-92.43776799999999
22013,32.338667,-93.08992500000001
22033,30.45540311764706,-91.09590382352941
22053,30.340490192307698,-92.78504123076922
22073,32.494659000000006,-92.17791133333333
22077,30.725469176470583,-91.56910782352941
22089,29.920490470588234,-90.32316617647058
22105,30.803851304347823,-90.43154569565219
22115,31.137065388888896,-93.33187366666668
21003,36.664744631578955,-86.15764784210528
21009,37.01767111111111,-85.98791066666666
21017,38.228306700000005,-84.24241090000001
21025,37.50237926666667,-83.26540593333333
21031,37.23378478571429,-86.68951749999998
21043,38.31999413333334,-83.0945838
21053,36.69938625,-85.13578841666667
21063,38.13792877777778,-83.07501066666667
21077,38.770524615384616,-84.86097253846154
21087,37.28992636363636,-85.56697718181817
21099,37.30512326666666,-85.92285160000002
21103,38.44618972727273,-85.06775736363637
21115,37.82930211111111,-82.83449644444444
21121,36.885794,-83.83827289999999
21137,37.41163090909091,-84.67303327272727
21143,37.06357122222223,-88.12692255555555
21151,37.691123125000004,-84.2955695
21157,36.90298377777778,-88.36642799999998
21169,37.058230333333334,-85.65170400000001
21175,37.93135291666666,-83.17381816666666
19045,41.86139885714285,-90.32278409523809
19047,42.012298428571434,-95.35727714285714
19055,42.41247933333333,-91.3655685
19063,43.473160888888884,-94.73694527777778
19067,43.029567,-92.8365944
19079,42.38384033333333,-93.68411144444445
19087,40.99715111111111,-91.50353355555556
19095,41.627736000000006,-92.08330083333334
19105,42.108865,-91.13139957142857
19113,42.07266499999999,-91.5314812857143
19121,41.288546,-94.0143105
19125,41.33023225,-93.185211
19137,41.085373,-95.12327314285713
19141,43.1174004,-95.5771258
19151,42.70454216666667,-94.60008649999999
19161,42.421107899999996,-95.0970731
19169,42.01134614285714,-93.41469085714286
19175,41.070854833333335,-94.24227466666666
19181,41.30757285714286,-93.504829
19195,43.4669604,-93.29374206666667
20005,39.55448507692308,-95.18652476923079
20015,37.86374022222222,-96.76886677777777
27073,45.058056096774195,-96.2871046129032
27083,44.36967657142856,-95.87021057142856
27085,44.82068345454546,-94.34435572727274
27093,45.104728888888886,-94.45172477777778
27103,44.3587952,-94.3675629
27113,48.03999366666667,-95.91722355555557
27121,45.52806266666667,-95.46331966666666
27127,44.41146745454546,-95.21075700000002
27147,43.97916425,-93.13693750000002
27153,46.07116355555556,-94.84485922222223
27161,44.08003733333334,-93.62939055555555
28003,34.92715772727273,-88.61276354545454
28013,33.92875990909091,-89.31200936363635
28017,33.912867272727276,-88.92538245454544
28029,31.815277099999996,-90.46556039999999
28037,31.476025375000003,-90.89582712500001
28049,32.36000168750001,-90.3849051875
28061,31.947333363636368,-89.12200027272728
28065,31.514051454545452,-89.80497754545455
28075,32.424026125,-88.5990445
22121,30.550463875000002,-91.309016
22127,31.90040163636364,-92.650507
23009,44.33197554812832,-68.44123082352942
23029,44.779792036585356,-67.46233049593498
24001,39.57476109090909,-78.66491724242427
24003,38.948465633858284,-76.50706201181103
24009,38.44468034482757,-76.54538935221672
24017,38.44560791304346,-76.99378412648225
24019,38.34352191337099,-76.06339830885123
24029,39.32939090030675,-75.92254933282213
24035,38.96649871764708,-76.24590104705887
24037,38.30281593675212,-76.54112571111116
24039,38.058202266288944,-75.89282317847018
24041,38.770718809667684,-76.18198655287009
25011,42.57384256,-72.65336228000001
26009,45.01798773913043,-85.31988
26015,42.620327857142854,-85.27390842857142
26023,41.81179329166666,-85.10869383333332
26035,44.062008857142864,-84.77968571428572
26037,42.924494375,-84.5131695
26045,42.57115128571428,-84.78642842857143
26057,43.275398,-84.52658322222221
26061,47.10820425821598,-88.49510402347413
26073,43.58223966666666,-84.88638999999999
26077,42.310693125,-85.44479325
26083,47.62198557954544,-88.3622389128787
26085,44.034724374999996,-85.86609974999999
26091,41.852318249999996,-84.004277625
26097,45.96401804827587,-84.95718951264371
26103,46.7499692534562,-87.65479999539168
26107,43.606398799999994,-85.37220599999999
26111,43.584297428571425,-84.35133542857143
26117,43.2931885,-85.22877237499999
26123,43.44847277777777,-85.747591
26133,44.0479665,-85.2874435
26143,44.282332624999995,-84.60995537500001
26155,42.97750245454546,-84.227624
26161,42.2652571,-83.7369534
26165,44.26412842857143,-85.57527242857145
27009,45.69553644444444,-94.02665777777777
27019,44.832002499999994,-93.70174385714287
27029,47.67472233333333,-95.41966566666667
27039,44.022502375,-92.86298025
27051,45.994687,-96.15312044444444
27057,47.22183845454546,-94.89851681818182
27067,45.239010125,-95.037234875
29097,37.194022875,-94.53271984374996
29103,40.08276944444445,-92.18901466666665
29109,37.099821555555565,-93.81049355555555
29117,39.7882235,-93.53914075000002
29131,38.26505080000001,-92.48555506666668
29137,39.570935999999996,-92.03078855555556
29151,38.511979142857136,-91.88721478571429
29159,38.69914646153846,-93.33593984615385
29169,37.858867818181814,-92.26931
29179,37.31914700000001,-91.00807931249999
29195,39.19132558823531,-93.10921994117648
29205,39.771206666666664,-92.11948233333334
29211,40.218463375000006,-93.17462537499999
29221,38.006019333333334,-90.81684366666667
29229,37.310827399999994,-92.4256838
30013,47.26224927272727,-111.19321781818184
30037,46.33672393333333,-109.15340746666669
30043,46.116817117647045,-112.07812935294118
31121,41.223941866666664,-97.97457806666668
31125,41.40255315384615,-98.00667607692309
31135,40.86090980000001,-101.82041389999999
31137,40.53043866666667,-99.48703466666667
31147,40.069824266666664,-95.71020900000002
31159,40.87228783333333,-97.06383466666666
31163,41.22044749999999,-98.9006275
31171,41.93638428571428,-100.57823557142856
31183,41.8930385,-98.469458125
32009,37.830427769230766,-117.66218653846155
32021,38.61701093749999,-118.56069356249998
32033,39.53548746153846,-115.03581069230768
34007,39.873564358974356,-74.9614400769231
34015,39.76472473913044,-75.21810556521739
34031,41.00866142857143,-74.25140085714284
35001,35.01647931578948,-106.56183052631577
35006,35.07482747058823,-107.89491211764708
30051,48.52936625,-111.0808655
30059,46.65638922580644,-111.0023719032258
30069,47.16651968421053,-108.23332884210528
30093,45.890593357142855,-112.63394242857139
30099,47.82364342857144,-112.19903380952383
30107,46.466216124999995,-109.79639225000001
31003,42.1242261,-98.0663749
31009,41.954541750000004,-100.03510025
31023,41.32480227272726,-97.04675654545454
31035,40.49956985714285,-98.08256457142859
31037,41.55757071428572,-97.05988714285715
31047,40.79275928571428,-99.87705199999998
31053,41.53306792307693,-96.66873199999999
31063,40.4807555,-100.38683308333333
31073,40.499768125,-99.840498625
31085,40.523495875,-101.046410125
31093,41.20098822222222,-98.53923755555554
31097,40.43605383333333,-96.26397083333335
31117,41.524591875,-101.041707625
28079,32.736118,-89.581373
28083,33.55046311764706,-90.25330588235293
28095,33.8714670625,-88.44906568750001
28099,32.7876534,-89.0760186
28103,33.142117,-88.56523214285714
28115,34.234051875,-89.03484675000001
28117,34.590192,-88.5753864
